4632994,52212,2213,3,21.00,24448.41,0.00,0.07,N,O,1997-01-03,1997-02-26,1997-01-30,DELIVER IN PERSON,RAIL,uests haggle. care
4096034,129710,2223,4,14.00,24355.94,0.02,0.02,N,O,1997-01-03,1997-01-15,1997-01-24,DELIVER IN PERSON,FOB,s wake about the even pinto beans. f
179204,115400,5401,1,7.00,9907.80,0.06,0.08,N,O,1997-01-14,1997-02-01,1997-01-30,NONE,MAIL,quickly even p
3581831,196754,6755,5,16.00,29612.00,0.01,0.07,N,O,1997-01-14,1997-01-30,1997-01-18,COLLECT COD,REG AIR,doggedly regular requests. sly
3353379,9198,4199,4,31.00,34322.89,0.09,0.06,N,O,1997-01-25,1996-12-02,1997-02-17,COLLECT COD,AIR,refully regular pla
5386119,128747,1260,6,6.00,10654.44,0.10,0.05,N,O,1997-01-25,1996-12-01,1997-02-20,NONE,SHIP,into beans nag slyly. blithely
3696418,188637,3674,5,13.00,22433.19,0.10,0.03,N,O,1997-02-04,1997-03-12,1997-02-06,DELIVER IN PERSON,RAIL,cording to the blit
4557346,121073,8610,6,42.00,45950.94,0.04,0.01,N,O,1997-02-04,1997-02-16,1997-02-28,NONE,RAIL,iously. carefully bold accounts integrate c
5219424,114293,9316,2,43.00,56213.47,0.03,0.08,N,O,1997-02-15,1997-03-18,1997-03-10,NONE,REG AIR,"gular pinto beans. final, bold deposi"
3777924,14646,4647,1,48.00,74910.72,0.08,0.04,N,O,1997-02-15,1997-03-09,1997-02-25,COLLECT COD,AIR,requests. unusual package
2593444,118880,1392,4,29.00,55067.52,0.05,0.01,N,O,1997-02-26,1997-03-16,1997-03-19,NONE,TRUCK,carefully ironic deposits
3823168,102226,9757,2,33.00,40531.26,0.00,0.03,N,O,1997-02-26,1997-02-28,1997-03-14,TAKE BACK RETURN,RAIL,cording to the quickly r
1650468,20885,3388,4,29.00,52370.52,0.09,0.06,N,O,1997-03-05,1997-01-05,1997-03-31,DELIVER IN PERSON,RAIL,"iously. ironic, expre"
4905447,89611,4628,7,37.00,59222.57,0.00,0.00,N,O,1997-03-05,1996-12-27,1997-03-22,TAKE BACK RETURN,MAIL,ly final packages.
5248801,116732,6733,6,47.00,82190.31,0.01,0.00,N,O,1997-03-16,1997-03-31,1997-04-13,DELIVER IN PERSON,FOB,nic foxes. acc
2844098,144779,4780,3,14.00,25532.78,0.07,0.08,N,O,1997-03-16,1997-04-18,1997-03-31,NONE,MAIL,carefully above the always final asymptote
1218342,93259,5769,4,41.00,51342.25,0.03,0.07,N,O,1997-03-27,1997-02-09,1997-04-21,NONE,FOB,long the furiously ironic instructions.
337061,78205,3220,1,18.00,21297.60,0.01,0.07,N,O,1997-03-27,1997-03-07,1997-04-15,TAKE BACK RETURN,TRUCK,are ironic accounts. careful foxes arou
589443,124505,2042,5,46.00,70357.00,0.06,0.07,N,O,1997-03-30,1997-05-02,1997-04-09,DELIVER IN PERSON,REG AIR,fully ironic theodol
4550023,119256,9257,4,50.00,63762.50,0.05,0.00,N,O,1997-03-30,1997-04-10,1997-04-06,NONE,SHIP,ress pinto beans. instructions serv
2338214,21508,4011,2,43.00,61468.50,0.02,0.05,N,O,1997-04-06,1997-05-13,1997-05-04,NONE,AIR,nes haggle furio
4792450,147299,9814,7,10.00,13462.90,0.06,0.02,N,O,1997-04-06,1997-05-02,1997-04-24,DELIVER IN PERSON,FOB,ets nag blithely even pack
2067493,197934,7935,3,44.00,89404.92,0.09,0.08,N,O,1997-04-17,1997-05-31,1997-05-08,COLLECT COD,RAIL,ngside of the bold accounts cajole blithel
343873,53380,896,3,16.00,21334.08,0.09,0.04,N,O,1997-04-17,1997-06-23,1997-04-22,DELIVER IN PERSON,REG AIR,", bold asymptotes"
3532803,122469,2470,2,11.00,16406.06,0.10,0.02,N,O,1997-04-20,1997-05-09,1997-05-03,COLLECT COD,RAIL,e carefully regular accounts e
