1751332,183781,3782,2,33.00,61537.74,0.10,0.00,N,O,1997-01-02,1997-01-16,1997-01-21,DELIVER IN PERSON,RAIL,"riously about the even, ironic req"
2275714,121232,6257,2,7.00,8772.61,0.00,0.06,N,O,1997-01-02,1997-02-23,1997-01-05,DELIVER IN PERSON,SHIP,. furiousl
2615362,81784,1785,1,8.00,14126.24,0.06,0.05,N,O,1997-01-13,1997-03-09,1997-01-27,DELIVER IN PERSON,RAIL,"ial accounts! ironic, ironic"
1157605,181917,1918,4,14.00,27984.74,0.02,0.07,N,O,1997-01-13,1996-12-14,1997-02-10,COLLECT COD,FOB,sual requests sleep inside the daring
202660,17451,4955,1,24.00,32842.80,0.04,0.01,N,O,1997-01-24,1997-02-01,1997-02-13,DELIVER IN PERSON,SHIP,ages. slyly regular accounts impre
4410080,93917,1445,5,12.00,22930.92,0.06,0.00,N,O,1997-01-24,1996-12-24,1997-02-21,TAKE BACK RETURN,FOB,pecial deposits. quickly iron
5822055,154787,9818,4,11.00,20259.58,0.02,0.07,N,O,1997-02-03,1996-12-08,1997-03-02,NONE,FOB,"es eat carefully. special, spe"
361537,37927,7928,1,5.00,9324.60,0.07,0.06,N,O,1997-02-03,1997-03-03,1997-02-17,NONE,FOB,lly against the fur
2359397,68461,8462,2,4.00,5717.84,0.05,0.06,N,O,1997-02-14,1997-03-24,1997-02-27,DELIVER IN PERSON,AIR,ironic requests. express deposits han
3129318,17414,2417,1,12.00,15976.92,0.05,0.08,N,O,1997-02-14,1997-03-23,1997-02-26,NONE,MAIL,lets haggle a
1981190,86923,4448,1,12.00,22919.04,0.00,0.08,N,O,1997-02-25,1997-02-28,1997-03-04,COLLECT COD,FOB,ial dependencie
5999938,58648,1154,4,1.00,1606.64,0.05,0.04,N,O,1997-02-25,1997-03-06,1997-03-13,DELIVER IN PERSON,FOB,fully final requests nag. slowly
171426,84277,4278,1,32.00,40360.64,0.03,0.04,N,O,1997-03-04,1997-03-18,1997-03-25,NONE,SHIP,eas. ironic requests
1764358,57661,5177,2,18.00,29135.88,0.03,0.06,N,O,1997-03-04,1997-01-01,1997-03-26,TAKE BACK RETURN,RAIL,side of the permanent req
2993859,172889,5407,4,15.00,29428.20,0.01,0.01,N,O,1997-03-15,1997-04-07,1997-04-13,DELIVER IN PERSON,REG AIR,ounts. even dependencies wake furiously
4172035,47931,436,7,39.00,73278.27,0.02,0.02,N,O,1997-03-15,1997-02-16,1997-04-01,DELIVER IN PERSON,SHIP,t deposits boost qui
5375302,27209,2214,2,6.00,6817.20,0.01,0.07,N,O,1997-03-26,1997-03-30,1997-04-20,NONE,MAIL,ckly even dependencies boost furiously; bl
4692801,61872,9391,2,35.00,64185.45,0.05,0.08,N,O,1997-03-26,1997-03-14,1997-04-12,TAKE BACK RETURN,FOB,"d: ironic, express requests"
2688487,103151,8172,5,36.00,41549.40,0.02,0.01,N,O,1997-04-05,1997-05-09,1997-04-20,TAKE BACK RETURN,TRUCK,ing to the pending packages. even depo
3423044,127856,2881,1,4.00,7535.40,0.02,0.02,N,O,1997-04-05,1997-03-04,1997-05-02,DELIVER IN PERSON,AIR,ly bold excuses. regula
4092898,50986,3492,6,38.00,73605.24,0.02,0.06,N,O,1997-04-16,1997-01-29,1997-05-13,DELIVER IN PERSON,MAIL,ins haggle slyly fluffily pen
